alpha,log_loss,n_matches
0.0,0.9840094528940678,49071
0.1,0.9747762133768049,49071
0.2,0.9667430571253043,49071
0.30000000000000004,0.9598409869700955,49071
0.4,0.9541261500270594,49071
0.5,0.9496157762238633,49071
0.6000000000000001,0.9462897353830392,49071
0.7000000000000001,0.9441018313945772,49071
0.8,0.9429450847169365,49071
0.9,0.9428402404304576,49071
1.0,0.9437132148001628,49071
